prestashop_product_id,shobi_code,inspired_by,code_suffix,inferred_brand,status,match_type,score,candidate_count,fragrantica_brand,fragrantica_perfume,fragrantica_id,fragrantica_url,note
675,586-DSQ,want dsquared,DSQ,,FOUND,CONFIRMED_IDENTITY_EXACT_CORPUS,1.0000,1,DSQUARED2,Want,31292,https://www.fragrantica.com/perfume/DSQUARED2/Want-31292.html,Confirmed Shobi original identity matched against archived Fragrantica URL corpus
674,585-DSQ,she wood dsquared,DSQ,,FOUND,CONFIRMED_IDENTITY_EXACT_CORPUS,1.0000,1,DSQUARED2,She Wood,3552,https://www.fragrantica.com/perfume/DSQUARED2/She-Wood-3552.html,Confirmed Shobi original identity matched against archived Fragrantica URL corpus
673,584-DSQ,potion for women dsquared,DSQ,,FOUND,WEB_VERIFIED_FRAGRANTICA,1.0000,1,DSQUARED²,Potion for Women,15481,https://www.fragrantica.com/p/15481,Verified Fragrantica page
671,582-DON,nectar love dkny,DON,Donna Karan,FOUND,SAFE_TOKEN_SAME_BRAND,0.9860,1,Donna Karan,DKNY Nectar Love,45499,https://www.fragrantica.com/perfume/Donna-Karan/DKNY-Nectar-Love-45499.html,
670,581-DON,MY NY - Donna Karan,DON,Donna Karan,FOUND,WEB_VERIFIED_FRAGRANTICA,1.0000,1,Donna Karan,DKNY My NY,25948,https://www.fragrantica.com/p/25948,Verified Fragrantica page
669,580-DON,GOLDEN DELICIOUS - DKNY,DON,Donna Karan,FOUND,SAFE_TOKEN_SAME_BRAND,0.9860,3,Donna Karan,DKNY Golden Delicious,10914,https://www.fragrantica.com/perfume/Donna-Karan/DKNY-Golden-Delicious-10914.html,
668,579-DON,FRUITY ROOTY - DKNY,DON,Donna Karan,FOUND,SAFE_TOKEN_SAME_BRAND,0.9440,1,Donna Karan,DKNY Delicious Delights Fruity Rooty,29370,https://www.fragrantica.com/perfume/Donna-Karan/DKNY-Delicious-Delights-Fruity-Rooty-29370.html,
667,578-DON,DKNY,DON,Donna Karan,FOUND,WEB_VERIFIED_FRAGRANTICA,1.0000,1,Donna Karan,DKNY Women,504,https://www.fragrantica.com/p/504,Verified Fragrantica page
666,577-DON,CASHMERE MIST - DKNY,DON,Donna Karan,NOT_FOUND,,,0,,,,,
665,576-DON,black cashmere dkny,DON,Donna Karan,FOUND,SAFE_TOKEN_SAME_BRAND,0.9560,1,Donna Karan,Black Cashmere,495,https://www.fragrantica.com/perfume/Donna-Karan/Black-Cashmere-495.html,
664,575-DON,BE TEMPTED - DKNY,DON,Donna Karan,FOUND,SAFE_TOKEN_SAME_BRAND,0.9860,2,Donna Karan,DKNY Be Tempted,39240,https://www.fragrantica.com/perfume/Donna-Karan/DKNY-Be-Tempted-39240.html,
663,574-DON,BE DELICIOUS - DKNY,DON,Donna Karan,FOUND,SAFE_TOKEN_SAME_BRAND,0.9860,32,Donna Karan,DKNY Be Delicious,498,https://www.fragrantica.com/perfume/Donna-Karan/DKNY-Be-Delicious-498.html,
662,573-DIE,LOVERDOSE RED KISS - DIESEL,DIE,Diesel,FOUND,EXACT_PERFUME_BRAND_TEXT,1.0000,1,Diesel,Loverdose Red Kiss,29771,https://www.fragrantica.com/perfume/Diesel/Loverdose-Red-Kiss-29771.html,
661,572-DIE,LOVERDOS,DIE,Diesel,FOUND,SAFE_FUZZY_SAME_BRAND,0.9412,1,Diesel,Loverdose,12446,https://www.fragrantica.com/perfume/Diesel/Loverdose-12446.html,
660,571-DAV,woman cool water davidoff,DAV,Davidoff,AMBIGUOUS,TOKEN_MULTIPLE_CANDIDATES,0.9560,11,,,,,
659,570-DOL,(RED CUP),DOL,Dolce&Gabbana,NOT_FOUND,,,0,,,,,
658,569-DOL,THE ONLY ONE,DOL,Dolce&Gabbana,FOUND,EXACT_UNIQUE_NAME,1.0000,1,Dolce Gabbana,The Only One,51249,https://www.fragrantica.com/perfume/Dolce-Gabbana/The-Only-One-51249.html,
657,568-DOL,THE ONE ESSENCE,DOL,Dolce&Gabbana,FOUND,EXACT_UNIQUE_NAME,1.0000,1,Dolce Gabbana,The One Essence,31968,https://www.fragrantica.com/perfume/Dolce-Gabbana/The-One-Essence-31968.html,
656,567-DOL,THE ONE DESIRE,DOL,Dolce&Gabbana,FOUND,EXACT_UNIQUE_NAME,1.0000,1,Dolce Gabbana,The One Desire,17124,https://www.fragrantica.com/perfume/Dolce-Gabbana/The-One-Desire-17124.html,
655,566-DOL,The One,DOL,Dolce&Gabbana,FOUND,CONFIRMED_IDENTITY_EXACT_CORPUS,1.0000,1,Dolce Gabbana,The One,698,https://www.fragrantica.com/perfume/Dolce-Gabbana/The-One-698.html,Confirmed Shobi original identity matched against archived Fragrantica URL corpus
654,565-DOL,SICILY,DOL,Dolce&Gabbana,FOUND,CONFIRMED_IDENTITY_EXACT_CORPUS,1.0000,1,Dolce Gabbana,Sicily,486,https://www.fragrantica.com/perfume/Dolce-Gabbana/Sicily-486.html,Confirmed Shobi original identity matched against archived Fragrantica URL corpus
653,563-DOL,ROSE THE ONE,DOL,Dolce&Gabbana,FOUND,EXACT_UNIQUE_NAME,1.0000,1,Dolce Gabbana,Rose The One,6461,https://www.fragrantica.com/perfume/Dolce-Gabbana/Rose-The-One-6461.html,
652,562-DOL,POUR FEMME INTENSE,DOL,Dolce&Gabbana,FOUND,CONFIRMED_IDENTITY_EXACT_CORPUS,1.0000,1,Dolce Gabbana,Dolce Gabbana Pour Femme Intense,18837,https://www.fragrantica.com/perfume/Dolce-Gabbana/Dolce-Gabbana-Pour-Femme-Intense-18837.html,Confirmed Shobi original identity matched against archived Fragrantica URL corpus
651,561-DOL,Pour Femme,DOL,Dolce&Gabbana,FOUND,CONFIRMED_IDENTITY_EXACT_CORPUS,1.0000,1,Dolce Gabbana,Dolce Gabbana Pour Femme,15335,https://www.fragrantica.com/perfume/Dolce-Gabbana/Dolce-Gabbana-Pour-Femme-15335.html,Confirmed Shobi original identity matched against archived Fragrantica URL corpus
650,560-DOL,LIGHT BLUE SUNSET IN SALINA,DOL,Dolce&Gabbana,FOUND,EXACT_UNIQUE_NAME,1.0000,1,Dolce Gabbana,Light Blue Sunset in Salina,29959,https://www.fragrantica.com/perfume/Dolce-Gabbana/Light-Blue-Sunset-in-Salina-29959.html,
649,559-DOL,LIGHT BLUE LOVE IN CAPRI,DOL,Dolce&Gabbana,FOUND,EXACT_UNIQUE_NAME,1.0000,1,Dolce Gabbana,Light Blue Love in Capri,36601,https://www.fragrantica.com/perfume/Dolce-Gabbana/Light-Blue-Love-in-Capri-36601.html,
648,558-DOL,LIGHT BLUE ESCAPE TO PANAREA,DOL,Dolce&Gabbana,FOUND,EXACT_UNIQUE_NAME,1.0000,1,Dolce Gabbana,Light Blue Escape to Panarea,23620,https://www.fragrantica.com/perfume/Dolce-Gabbana/Light-Blue-Escape-to-Panarea-23620.html,
647,557-DOL,LIGHT BLUE,DOL,Dolce&Gabbana,FOUND,EXACT_UNIQUE_NAME,1.0000,1,Dolce Gabbana,Light Blue,485,https://www.fragrantica.com/perfume/Dolce-Gabbana/Light-Blue-485.html,
646,556-DOL,L' EAU THE ONE,DOL,Dolce&Gabbana,FOUND,EXACT_UNIQUE_NAME,1.0000,1,Dolce Gabbana,L eau The One,4494,https://www.fragrantica.com/perfume/Dolce-Gabbana/L-eau-The-One-4494.html,
645,555-DOL,DOLCE GARDEN,DOL,Dolce&Gabbana,FOUND,EXACT_UNIQUE_NAME,1.0000,1,Dolce Gabbana,Dolce Garden,48151,https://www.fragrantica.com/perfume/Dolce-Gabbana/Dolce-Garden-48151.html,
644,554-DOL,554 dol wp,DOL,Dolce&Gabbana,FOUND,CONFIRMED_IDENTITY_EXACT_CORPUS,1.0000,1,Dolce Gabbana,Dolce Floral Drops,29524,https://www.fragrantica.com/perfume/Dolce-Gabbana/Dolce-Floral-Drops-29524.html,Confirmed Shobi original identity matched against archived Fragrantica URL corpus
642,552-DOL,ANTHOLOGY L'IMPERATRICE 3,DOL,Dolce&Gabbana,FOUND,WEB_VERIFIED_FRAGRANTICA,1.0000,1,Dolce&Gabbana,D&G Anthology L'Imperatrice 3,6086,https://www.fragrantica.com/p/6086,Verified Fragrantica page
641,551-COUR,HYPERBOLE - COURREGES,COUR,Courreges,FOUND,EXACT_PERFUME_BRAND_TEXT,1.0000,1,Courreges,Hyperbole,40170,https://www.fragrantica.com/perfume/Courreges/Hyperbole-40170.html,
640,550-COA,COACH THE FRAGRANCE - COACH,COA,Coach,FOUND,EXACT_PERFUME_BRAND_TEXT,1.0000,1,Coach,Coach the Fragrance,38855,https://www.fragrantica.com/perfume/Coach/Coach-the-Fragrance-38855.html,
639,549-CLI,SIMPLY - CLINIQUE,CLI,Clinique,FOUND,EXACT_BRAND_CLEAN_NAME,1.0000,1,Clinique,Simply Clinique,379,https://www.fragrantica.com/perfume/Clinique/Simply-Clinique-379.html,
638,548-CLI,HAPPY - CLINIQUE,CLI,Clinique,FOUND,EXACT_UNIQUE_NAME,1.0000,1,The Dua Brand,Happy,66133,https://www.fragrantica.com/perfume/The-Dua-Brand/Happy-66133.html,
637,547-CLI,BEYOND ROSE - CLINIQUE,CLI,Clinique,FOUND,EXACT_PERFUME_BRAND_TEXT,1.0000,1,Clinique,Beyond Rose,25726,https://www.fragrantica.com/perfume/Clinique/Beyond-Rose-25726.html,
636,546-CLI,AROMATICS IN WHITE - CLINIQUE,CLI,Clinique,FOUND,EXACT_PERFUME_BRAND_TEXT,1.0000,1,Clinique,Aromatics in White,28532,https://www.fragrantica.com/perfume/Clinique/Aromatics-in-White-28532.html,
635,545-CLI,AROMATICS ELIXIR - CLINIQUE,CLI,Clinique,FOUND,EXACT_PERFUME_BRAND_TEXT,1.0000,1,Clinique,Aromatics Elixir,371,https://www.fragrantica.com/perfume/Clinique/Aromatics-Elixir-371.html,
634,544-DRC,TENDRE POISON,DRC,Dior,FOUND,EXACT_BRAND_CLEAN_NAME,1.0000,1,Dior,Tendre Poison,220,https://www.fragrantica.com/perfume/Dior/Tendre-Poison-220.html,
633,542-DRC,PURE POISON,DRC,Dior,FOUND,EXACT_BRAND_CLEAN_NAME,1.0000,1,Dior,Pure Poison,214,https://www.fragrantica.com/perfume/Dior/Pure-Poison-214.html,
632,541-DRC,POISON GIRL,DRC,Dior,FOUND,EXACT_BRAND_CLEAN_NAME,1.0000,1,Dior,Poison Girl,35561,https://www.fragrantica.com/perfume/Dior/Poison-Girl-35561.html,
631,540-DRC,POISON,DRC,Dior,FOUND,EXACT_BRAND_CLEAN_NAME,1.0000,1,Dior,Poison,218,https://www.fragrantica.com/perfume/Dior/Poison-218.html,
630,537-DRC,Fragrance MISS CHERIE,DRC,Dior,FOUND,WEB_VERIFIED_FRAGRANTICA,1.0000,1,Dior,Miss Dior Cherie,213,https://www.fragrantica.com/p/213,Verified original 2005 Miss Dior Cherie page
629,536-DRC,BLOOMING BOUQUET,DRC,Dior,FOUND,WEB_VERIFIED_FRAGRANTICA,1.0000,1,Dior,Miss Dior Blooming Bouquet,23280,https://www.fragrantica.com/p/23280,Verified 2014 Blooming Bouquet page
628,535-DRC,MISS ABSOLUTELY BLOOMING,DRC,Dior,FOUND,SAFE_TOKEN_SAME_BRAND,0.9440,1,Dior,Miss Dior Absolutely Blooming,39070,https://www.fragrantica.com/perfume/Dior/Miss-Dior-Absolutely-Blooming-39070.html,
627,534-DRC,MISS,DRC,Dior,AMBIGUOUS,EXACT_NAME_MULTIPLE_CANDIDATES,,3,,,,,
626,533-DRC,MIDNIGHT POISON,DRC,Dior,FOUND,EXACT_BRAND_CLEAN_NAME,1.0000,1,Dior,Midnight Poison,1282,https://www.fragrantica.com/perfume/Dior/Midnight-Poison-1282.html,
625,532-DRC,JOY,DRC,Dior,FOUND,WEB_VERIFIED_FRAGRANTICA,1.0000,1,Dior,Joy by Dior,51285,https://www.fragrantica.com/p/51285,Verified Fragrantica page
624,531-DRC,J' ADORE IN JOY,DRC,Dior,FOUND,EXACT_BRAND_CLEAN_NAME,1.0000,1,Dior,J Adore In Joy,43704,https://www.fragrantica.com/perfume/Dior/J-Adore-In-Joy-43704.html,
623,530-DRC,J' ADORE,DRC,Dior,FOUND,EXACT_BRAND_CLEAN_NAME,1.0000,1,Dior,J adore,210,https://www.fragrantica.com/perfume/Dior/J-adore-210.html,
622,529-DRC,HYPNOTIC POISON EAU SENSUELLE,DRC,Dior,FOUND,EXACT_BRAND_CLEAN_NAME,1.0000,1,Dior,Hypnotic Poison Eau Sensuelle,9600,https://www.fragrantica.com/perfume/Dior/Hypnotic-Poison-Eau-Sensuelle-9600.html,
621,528-DRC,HYPNOTIC POISON,DRC,Dior,FOUND,EXACT_BRAND_CLEAN_NAME,1.0000,1,Dior,Hypnotic Poison,219,https://www.fragrantica.com/perfume/Dior/Hypnotic-Poison-219.html,
620,527-DRC,GRAND BAL,DRC,Dior,FOUND,WEB_VERIFIED_FRAGRANTICA,1.0000,1,Dior,Dior Grand Bal,14984,https://www.fragrantica.com/p/14984,Verified Fragrantica page
619,526-DRC,ESCALE A PORTOFINO,DRC,Dior,FOUND,SAFE_TOKEN_SAME_BRAND,0.9760,1,Dior,Cruise Collection Escale a Portofino,3291,https://www.fragrantica.com/perfume/Dior/Cruise-Collection-Escale-a-Portofino-3291.html,
618,525-DRC,DUNE,DRC,Dior,FOUND,EXACT_BRAND_CLEAN_NAME,1.0000,1,Dior,Dune,221,https://www.fragrantica.com/perfume/Dior/Dune-221.html,
617,524-DRC,DOLCE VITA,DRC,Dior,FOUND,EXACT_BRAND_CLEAN_NAME,1.0000,1,Dior,Dolce Vita,222,https://www.fragrantica.com/perfume/Dior/Dolce-Vita-222.html,
616,521-DRC,ADDICT,DRC,Dior,FOUND,EXACT_UNIQUE_NAME,1.0000,1,Create Scent,Addict,136549,https://www.fragrantica.com/perfume/Create-Scent/Addict-136549.html,
615,520-CHO,WISH - CHOPARD,CHO,Chopard,FOUND,EXACT_PERFUME_BRAND_TEXT,1.0000,1,Chopard,Wish,353,https://www.fragrantica.com/perfume/Chopard/Wish-353.html,
614,519-CHO,HAPPY SPIRIT AMIRA D'AMOUR - CHOPARD,CHO,Chopard,FOUND,EXACT_PERFUME_BRAND_TEXT,1.0000,1,Chopard,Happy Spirit Amira d Amour,30520,https://www.fragrantica.com/perfume/Chopard/Happy-Spirit-Amira-d-Amour-30520.html,
613,518-CHO,CASMIR - CHOPARD,CHO,Chopard,FOUND,EXACT_PERFUME_BRAND_TEXT,1.0000,1,Chopard,Casmir,348,https://www.fragrantica.com/perfume/Chopard/Casmir-348.html,
612,517-CHL,SEE - CHLOE,CHL,Chloe,FOUND,SAFE_TOKEN_SAME_BRAND,0.9440,1,Chloe,See By Chloe,17123,https://www.fragrantica.com/perfume/Chloe/See-By-Chloe-17123.html,
611,516-CHL,ROSES DE CHLOE - CHLOE,CHL,Chloe,FOUND,SAFE_TOKEN_SAME_BRAND,0.9860,1,Chloe,Chloe Roses de Chloe,18702,https://www.fragrantica.com/perfume/Chloe/Chloe-Roses-de-Chloe-18702.html,
610,515-CHL,NOMADE - CHLOE,CHL,Chloe,FOUND,EXACT_PERFUME_BRAND_TEXT,1.0000,1,Chloe,Nomade,48434,https://www.fragrantica.com/perfume/Chloe/Nomade-48434.html,
609,514-CHL,LOVE STORY - CHLOE,CHL,Chloe,FOUND,EXACT_PERFUME_BRAND_TEXT,1.0000,1,Chloe,Love Story,26227,https://www.fragrantica.com/perfume/Chloe/Love-Story-26227.html,
608,513-CHL,LOVE - CHLOE,CHL,Chloe,FOUND,EXACT_PERFUME_BRAND_TEXT,1.0000,1,Chloe,Love,9370,https://www.fragrantica.com/perfume/Chloe/Love-9370.html,
607,512-CHL,L'EAU DE CHLOE,CHL,Chloe,FOUND,EXACT_BRAND_CLEAN_NAME,1.0000,1,Chloe,L Eau de Chloe,14000,https://www.fragrantica.com/perfume/Chloe/L-Eau-de-Chloe-14000.html,
606,511-CHL,FLEUR DE PARFUM - CHLOE,CHL,Chloe,FOUND,SAFE_TOKEN_SAME_BRAND,0.9860,2,Chloe,Chloe Fleur de Parfum,39632,https://www.fragrantica.com/perfume/Chloe/Chloe-Fleur-de-Parfum-39632.html,
605,510-CHL,Chloé,CHL,Chloe,FOUND,WEB_VERIFIED_FRAGRANTICA,1.0000,1,,,1733,https://www.fragrantica.com/perfume/Chloe/Chloe-Eau-de-Parfum-1733.html,
604,509-CHA,GABRIELLE,CHA,Chanel,FOUND,EXACT_BRAND_CLEAN_NAME,1.0000,1,Chanel,Gabrielle,43718,https://www.fragrantica.com/perfume/Chanel/Gabrielle-43718.html,
603,508-CHA,Coco Black,CHA,Chanel,FOUND,WEB_VERIFIED_FRAGRANTICA,1.0000,1,Chanel,Coco Noir,15963,https://www.fragrantica.com/p/15963,Verified Fragrantica page
602,507-CHA,COCON MADEM INTENSE,CHA,Chanel,FOUND,WEB_VERIFIED_FRAGRANTICA,1.0000,1,Chanel,Coco Mademoiselle Intense,48310,https://www.fragrantica.com/p/48310,Verified Fragrantica page
601,506-CHA,COCON MADEM,CHA,Chanel,FOUND,WEB_VERIFIED_FRAGRANTICA,1.0000,1,Chanel,Coco Mademoiselle,611,https://www.fragrantica.com/p/611,Verified Fragrantica page
600,505-CHA,COCO EAUDEPARFUM,CHA,Chanel,FOUND,WEB_VERIFIED_FRAGRANTICA,1.0000,1,Chanel,Coco Eau de Parfum,609,https://www.fragrantica.com/p/609,Verified Fragrantica page
599,504-CHA,Five L'EAU,CHA,Chanel,FOUND,WEB_VERIFIED_FRAGRANTICA,1.0000,1,Chanel,Chanel No 5 L'Eau,38543,https://www.fragrantica.com/p/38543,Verified Fragrantica page
598,503-CHA,No 5 EAU PREMIER,CHA,Chanel,FOUND,WEB_VERIFIED_FRAGRANTICA,1.0000,1,,,1360,https://www.fragrantica.com/perfume/Chanel/Chanel-N05-Eau-Premiere-1360.html,
