shobi_code,prestashop_product_id,shobi_inspired_by,classification,reason,fragrantica_id,fragrantica_brand,fragrantica_perfume,fragrantica_url,match_type,score,identity_score,identity_gate,review_class,secondary_names,secondary_brands
506-CHA,601,COCON MADEM,VERIFIED,WEB_VERIFIED_FRAGRANTICA,611,Chanel,Coco Mademoiselle,https://www.fragrantica.com/p/611,WEB_VERIFIED_FRAGRANTICA,1.0000,0.7143,REVIEW,NAME_PRESENT_LOW_SCORE,,Chanel
508-CHA,603,the fragrance Coco Black,VERIFIED,WEB_VERIFIED_FRAGRANTICA,15963,Chanel,Coco Noir,https://www.fragrantica.com/p/15963,WEB_VERIFIED_FRAGRANTICA,1.0000,0.3030,REVIEW,NAME_PRESENT_LOW_SCORE,,Chanel
510-CHL,605,Chloé,VERIFIED,WEB_VERIFIED_FRAGRANTICA,1733,,,https://www.fragrantica.com/perfume/Chloe/Chloe-Eau-de-Parfum-1733.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Chloe
523-DRC,1940,ISSIMO,VERIFIED,WEB_VERIFIED_FRAGRANTICA,224,,,https://www.fragrantica.com/perfume/Christian-Dior/Diorissimo-224.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Dior
527-DRC,620,La Collection Privee Grand Bal,VERIFIED,WEB_VERIFIED_FRAGRANTICA,14984,Dior,Dior Grand Bal,https://www.fragrantica.com/p/14984,WEB_VERIFIED_FRAGRANTICA,1.0000,0.5909,REVIEW,NAME_PRESENT_LOW_SCORE,,Dior
534-DRC,627,MISS,VERIFIED,WEB_VERIFIED_FRAGRANTICA,223,,,https://www.fragrantica.com/perfume/Christian-Dior/Miss-Dior-223.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Dior
537-DRC,630,Fragrance MISS CHERIE,VERIFIED,WEB_VERIFIED_FRAGRANTICA,213,Dior,Miss Dior Cherie,https://www.fragrantica.com/p/213,WEB_VERIFIED_FRAGRANTICA,1.0000,0.5946,REVIEW,NAME_PRESENT_LOW_SCORE,,Dior
539-DRC,2075,MISS ROSE & ROSES,VERIFIED,WEB_VERIFIED_FRAGRANTICA,58562,,,https://www.fragrantica.com/perfume/Dior/Miss-Dior-Rose-N-Roses-58562.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Dior
570-DOL,659,(RED CUP),VERIFIED,WEB_VERIFIED_FRAGRANTICA,484,,,https://www.fragrantica.com/perfume/Dolce-Gabbana/D-G-484.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Dolce & Gabbana
571-DAV,,COOL WATER,VERIFIED,WEB_VERIFIED_FRAGRANTICA,508,,,https://www.fragrantica.com/perfume/Davidoff/Cool-Water-508.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,
577-DON,666,CASHMERE MIST - DKNY,VERIFIED,WEB_VERIFIED_FRAGRANTICA,496,,,https://www.fragrantica.com/perfume/Donna-Karan/Cashmere-Mist-496.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,DKNY
580-DON,669,Golden-delicious-eau-de-,VERIFIED,SAFE_TOKEN_SAME_BRAND,10914,Donna Karan,DKNY Golden Delicious,https://www.fragrantica.com/perfume/Donna-Karan/DKNY-Golden-Delicious-10914.html,SAFE_TOKEN_SAME_BRAND,0.9860,0.7273,REVIEW,NAME_PRESENT_LOW_SCORE,,Donna Karan
581-DON,670,MY NY - Donna Karan,VERIFIED,WEB_VERIFIED_FRAGRANTICA,25948,Donna Karan,DKNY My NY,https://www.fragrantica.com/p/25948,WEB_VERIFIED_FRAGRANTICA,1.0000,0.3852,REVIEW,NAME_PRESENT_LOW_SCORE,,Donna Karan
589-ELI,1936,Girl of Now,VERIFIED,WEB_VERIFIED_FRAGRANTICA,45686,,,https://www.fragrantica.com/perfume/Elie-Saab/Girl-of-Now-45686.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Elie Saab
595-EMIL,683,EMILIO PUCCI,VERIFIED,WEB_VERIFIED_FRAGRANTICA,21762,,,https://www.fragrantica.com/perfume/Emilio-Pucci/Pucci-21762.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Emilio Pucci
598-ESC,686,CELEBRATE NOW - ESCADA,VERIFIED,WEB_VERIFIED_FRAGRANTICA,46180,Escada,Celebrate N.O.W.,https://www.fragrantica.com/p/46180,WEB_VERIFIED_FRAGRANTICA,1.0000,0.7429,REVIEW,NAME_PRESENT_LOW_SCORE,,Escada
601-ESC,2052,Flor-del-sol,VERIFIED,WEB_VERIFIED_FRAGRANTICA,58398,,,https://www.fragrantica.com/perfume/Escada/Flor-del-Sol-58398.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Escada
605-ESC,1766,Miami Blossom,VERIFIED,WEB_VERIFIED_FRAGRANTICA,53054,,,https://www.fragrantica.com/perfume/Escada/Miami-Blossom-53054.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Escada
606-ESC,692,MARGARETHA LEY (CLASSIC) - ESCADA,VERIFIED,WEB_VERIFIED_FRAGRANTICA,1365,Escada,Escada Margaretha Ley,https://www.fragrantica.com/p/1365,WEB_VERIFIED_FRAGRANTICA,1.0000,0.6550,REVIEW,NAME_PRESENT_LOW_SCORE,,Escada
608-ESC,1932,Moon Sparkle,VERIFIED,WEB_VERIFIED_FRAGRANTICA,1887,,,https://www.fragrantica.com/perfume/Escada/Escada-Moon-Sparkle-1887.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Escada
612-ESC,696,TURQUOISE - ESCADA,VERIFIED,WEB_VERIFIED_FRAGRANTICA,28630,,,https://www.fragrantica.com/perfume/Escada/Turquoise-Summer-28630.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Escada
616-EST,699,Beyond Paradise,VERIFIED,WEB_VERIFIED_FRAGRANTICA,530,,,https://www.fragrantica.com/perfume/Estee-Lauder/Beyond-Paradise-530.html,WEB_VERIFIED_FRAGRANTICA,1.0000,0.0000,REVIEW,ID_ONLY_NEEDS_LOOKUP,,Estee Lauder
